"PVWatts: Hourly PV Performance Data"
"Requested Location:","Swan Island, Portland, OR 97217"
"Location:","Lat, Lon: 45.57, -122.7"
"Lat (deg N):","45.57"
"Long (deg W):","122.7"
"Elev (m):","46.150001525879"
"DC System Size (kW):","221.36"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.085"
"Capacity Factor (%)","12.7"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","20","11","394","143","5","1","449.685","18.213","87450.047","84056.508"
"1","20","12","907","64","6","1","721.37","28.736","133264.141","128268.172"
"1","20","13","885","63","6","0","672.545","34.383","120428.227","115913.805"
"1","20","14","825","57","5","0","553.432","29.347","100147.578","96342.289"
"1","20","15","696","46","2","0","366.424","19.383","66683.664","63910.023"
"1","20","16","372","23","0","0","131.808","7.078","22723.379","21042.934"
"1","20","17","0","0","0","0","0","0","0","0"
"1","20","18","0","0","-1","0","0","-1","0","0"
"1","20","19","0","0","-2","0","0","-2","0","0"
"1","20","20","0","0","-2","0","0","-2","0","0"
"1","20","21","0","0","-2","0","0","-2","0","0"
"1","20","22","0","0","-2","0","0","-2","0","0"
"1","20","23","0","0","-2","0","0","-2","0","0"
"1","21","0","0","0","-2","0","0","-2","0","0"
"1","21","1","0","0","-2","0","0","-2","0","0"
"1","21","2","0","0","-2","0","0","-2","0","0"
"1","21","3","0","0","-2","0","0","-2","0","0"
"1","21","4","0","0","-2","0","0","-2","0","0"
"1","21","5","0","0","-2","0","0","-2","0","0"
"1","21","6","0","0","-2","0","0","-2","0","0"
"1","21","7","0","0","-1","0","0","-1","0","0"
"1","21","8","528","31","0","1","206.245","4.318","37186.609","35179.34"
"1","21","9","768","49","1","1","434.473","13.972","82276.852","79043.945"
"1","21","10","871","58","3","0","608.358","27.63","111599.109","107401.195"
"1","21","11","915","62","5","0","707.1","33.853","127182.031","122417.398"
"1","21","12","925","62","6","0","733.976","36.231","130756.484","125856.594"
"1","21","13","913","58","6","0","687.545","34.948","122790.766","118189.617"
"1","21","14","862","52","5","0","567.272","29.898","102371.281","98491.336"
"1","21","15","747","42","2","0","386.398","20.187","70029.539","67160.508"
"1","21","16","456","22","0","0","153.815","8.153","26140.453","24385.699"
"1","21","17","0","0","0","0","0","0","0","0"
"1","21","18","0","0","-1","0","0","-1","0","0"
"1","21","19","0","0","-1","0","0","-1","0","0"
"1","21","20","0","0","-2","0","0","-2","0","0"
"1","21","21","0","0","-2","0","0","-2","0","0"
"1","21","22","0","0","-2","0","0","-2","0","0"
"1","21","23","0","0","-1","1","0","-1","0","0"
"1","22","0","0","0","-1","0","0","-1","0","0"
"1","22","1","0","0","-2","0","0","-2","0","0"
"1","22","2","0","0","-2","0","0","-2","0","0"
"1","22","3","0","0","-2","0","0","-2","0","0"
"1","22","4","0","0","-2","1","0","-2","0","0"
"1","22","5","0","0","-2","0","0","-2","0","0"
"1","22","6","0","0","-3","0","0","-3","0","0"
"1","22","7","0","0","-2","1","0","-2","0","0"
"1","22","8","124","39","-1","1","89.534","-0.74","17689.045","16114.805"
"1","22","9","203","92","0","1","209.039","4.936","42240.367","40111.301"
"1","22","10","168","142","2","1","264.067","9.436","53343.418","50932.961"
"1","22","11","22","154","3","1","171.264","7.65","35183.664","33223.574"
"1","22","12","390","155","4","1","471.643","17.879","92041.648","88502.086"
"1","22","13","420","137","3","0","456.118","22.758","86774.641","83402.305"
"1","22","14","789","60","2","0","541.197","24.627","100308.797","96498.125"
"1","22","15","648","50","1","0","354.012","17.894","65141.582","62411.32"
"1","22","16","164","26","0","0","83.202","4.996","15335.159","13809.237"
"1","22","17","0","0","0","0","0","0","0","0"
"1","22","18","0","0","0","0","0","0","0","0"
"1","22","19","0","0","0","0","0","0","0","0"
"1","22","20","0","0","0","0","0","0","0","0"
"1","22","21","0","0","0","0","0","0","0","0"
"1","22","22","0","0","0","0","0","0","0","0"
"1","22","23","0","0","0","0","0","0","0","0"
"1","23","0","0","0","0","0","0","0","0","0"
"1","23","1","0","0","0","0","0","0","0","0"
"1","23","2","0","0","0","0","0","0","0","0"
"1","23","3","0","0","0","0","0","0","0","0"
"1","23","4","0","0","0","0","0","0","0","0"
"1","23","5","0","0","0","0","0","0","0","0"
"1","23","6","0","0","0","0","0","0","0","0"
"1","23","7","0","0","0","0","0","0","0","0"
"1","23","8","0","23","0","0","21.803","-3.629","4704.743","3386.408"
"1","23","9","0","26","0","0","24.633","-3.245","5306.872","3977.244"
"1","23","10","0","63","0","0","59.824","-1.488","12794.492","11319.766"
"1","23","11","0","54","1","0","51.257","-0.283","10907.07","9469.733"
"1","23","12","683","104","2","0","626.132","24.516","118252.516","113817.211"
"1","23","13","0","74","2","0","70.306","9.325","14356.776","12850.687"
"1","23","14","0","94","1","0","92.334","2.507","19417.705","17807.436"
"1","23","15","0","27","1","0","25.583","-0.967","5459.474","4126.975"
"1","23","16","0","2","1","0","1.889","-3.204","406.971","0"
"1","23","17","0","0","1","0","0","1","0","0"
"1","23","18","0","0","1","0","0","1","0","0"
"1","23","19","0","0","1","0","0","1","0","0"
"1","23","20","0","0","1","0","0","1","0","0"
"1","23","21","0","0","1","0","0","1","0","0"
"1","23","22","0","0","1","0","0","1","0","0"
"1","23","23","0","0","1","0","0","1","0","0"
"1","24","0","0","0","1","0","0","1","0","0"
"1","24","1","0","0","1","0","0","1","0","0"
"1","24","2","0","0","1","0","0","1","0","0"
"1","24","3","0","0","0","0","0","0","0","0"
"1","24","4","0","0","0","0","0","0","0","0"
"1","24","5","0","0","0","0","0","0","0","0"
"1","24","6","0","0","0","0","0","0","0","0"
"1","24","7","0","0","0","0","0","0","0","0"
"1","24","8","422","35","0","0","183.297","4.726","33563.156","31640.789"
"1","24","9","660","57","1","0","398.445","16.432","74980.484","71967.133"
"1","24","10","13","129","2","0","138.337","9.556","28178.715","26378.777"
"1","24","11","808","74","3","0","659.807","27.282","122667.883","118071.266"
"1","24","12","16","159","4","0","171.955","15.247","34177.379","32240.762"
"1","24","13","0","118","4","0","116.238","8.056","23868.139","22162.998"
"1","24","14","0","51","4","0","48.397","4.069","10110.243","8688.525"
"1","24","15","0","15","3","0","14.198","-0.184","3019.997","1732.964"
"1","24","16","0","10","3","0","9.462","-0.962","2019.256","750.609"
"1","24","17","0","0","3","0","0","3","0","0"
"1","24","18","0","0","3","0","0","3","0","0"
"1","24","19","0","0","3","0","0","3","0","0"
"1","24","20","0","0","4","1","0","4","0","0"
"1","24","21","0","0","4","1","0","4","0","0"
"1","24","22","0","0","4","1","0","4","0","0"
"1","24","23","0","0","4","1","0","4","0","0"
"1","25","0","0","0","5","1","0","5","0","0"
"1","25","1","0","0","4","0","0","4","0","0"
"1","25","2","0","0","4","0","0","4","0","0"
"1","25","3","0","0","4","0","0","4","0","0"
"1","25","4","0","0","4","0","0","4","0","0"
"1","25","5","0","0","4","0","0","4","0","0"
"1","25","6","0","0","4","0","0","4","0","0"
"1","25","7","0","0","4","0","0","4","0","0"
"1","25","8","0","12","4","0","11.355","0.018","2413.281","1137.413"
"1","25","9","0","62","5","0","59.758","3.407","12519.013","11049.777"
"1","25","10","0","101","5","0","99.131","6.495","20493.684","18860.758"
"1","25","11","56","172","5","1","224.497","10.484","45502.285","43292.52"
"1","25","12","0","114","6","0","111.238","10.377","22610.67","20932.645"
"1","25","13","0","119","6","0","117.185","9.227","23940.041","22233.344"
"1","25","14","0","53","6","0","50.3","6.168","10413.534","8985.884"
"1","25","15","625","52","5","0","354.918","17.457","65762.547","63014.859"
"1","25","16","366","26","4","0","140.801","11.136","24265.51","22551.75"
"1","25","17","0","0","3","0","0","3","0","0"
"1","25","18","0","0","2","0","0","2","0","0"
"1","25","19","0","0","2","0","0","2","0","0"
"1","25","20","0","0","3","0","0","3","0","0"
"1","25","21","0","0","3","0","0","3","0","0"
"1","25","22","0","0","4","0","0","4","0","0"
"1","25","23","0","0","4","0","0","4","0","0"
"1","26","0","0","0","3","1","0","3","0","0"
"1","26","1","0","0","3","1","0","3","0","0"
"1","26","2","0","0","3","1","0","3","0","0"
"1","26","3","0","0","3","1","0","3","0","0"
"1","26","4","0","0","3","1","0","3","0","0"
"1","26","5","0","0","3","0","0","3","0","0"
"1","26","6","0","0","3","0","0","3","0","0"
"1","26","7","0","0","3","0","0","3","0","0"
"1","26","8","0","2","3","0","1.89","-1.455","404.097","0"
"1","26","9","0","24","4","1","22.735","1.995","4791.48","3471.522"
"1","26","10","0","43","4","1","40.788","2.751","8568.846","7177.067"
"1","26","11","104","181","4","1","268.791","10.635","54376.211","51938.617"
"1","26","12","64","184","5","1","244.896","12.093","49300.398","46994.605"
"1","26","13","116","177","4","1","280.803","12.154","56393.809","53902.723"
"1","26","14","252","134","4","0","309.53","16.876","60251.594","57656.484"
"1","26","15","147","89","3","0","168.416","10.788","33182.027","31268.473"
"1","26","16","0","25","2","0","24.107","1.985","5080.912","3755.529"
"1","26","17","0","0","2","0","0","2","0","0"
"1","26","18","0","0","2","0","0","2","0","0"
"1","26","19","0","0","2","0","0","2","0","0"
"1","26","20","0","0","2","0","0","2","0","0"
"1","26","21","0","0","2","0","0","2","0","0"
"1","26","22","0","0","2","0","0","2","0","0"
"1","26","23","0","0","2","0","0","2","0","0"
"1","27","0","0","0","2","0","0","2","0","0"
"1","27","1","0","0","2","0","0","2","0","0"
"1","27","2","0","0","2","0","0","2","0","0"
"1","27","3","0","0","2","0","0","2","0","0"
"1","27","4","0","0","2","0","0","2","0","0"
"1","27","5","0","0","1","0","0","1","0","0"
"1","27","6","0","0","1","0","0","1","0","0"
"1","27","7","0","0","1","0","0","1","0","0"
"1","27","8","391","40","2","0","180.608","6.59","33130.004","31217.648"
"1","27","9","0","75","2","0","73.641","4.205","15374.876","13848.146"
"1","27","10","261","143","2","0","331.988","13.853","65660.836","62916.008"
"1","27","11","0","108","2","1","105.052","4.82","21875.143","20212.865"
"1","27","12","0","126","2","1","123.797","4.115","25856.48","24107.971"
"1","27","13","0","67","2","1","63.635","2.141","13403.229","11916.326"
"1","27","14","0","55","2","0","52.204","0.927","11052.243","9612.05"
"1","27","15","0","58","2","0","55.884","0.884","11833.435","10377.814"
"1","27","16","0","8","1","0","7.566","-2.472","1624.828","363.385"
"1","27","17","0","0","1","0","0","1","0","0"
"1","27","18","0","0","1","0","0","1","0","0"
"1","27","19","0","0","1","0","0","1","0","0"
"1","27","20","0","0","1","0","0","1","0","0"
"1","27","21","0","0","1","0","0","1","0","0"
"1","27","22","0","0","1","0","0","1","0","0"
"1","27","23","0","0","1","0","0","1","0","0"
"1","28","0","0","0","2","0","0","2","0","0"
"1","28","1","0","0","2","0","0","2","0","0"
"1","28","2","0","0","2","0","0","2","0","0"
"1","28","3","0","0","2","0","0","2","0","0"
"1","28","4","0","0","2","0","0","2","0","0"
"1","28","5","0","0","2","0","0","2","0","0"
"1","28","6","0","0","2","0","0","2","0","0"
"1","28","7","0","0","2","0","0","2","0","0"
"1","28","8","0","3","2","0","2.835","-2.448","608.768","0"
"1","28","9","0","10","2","0","9.463","-2.172","2029.703","760.865"
"1","28","10","0","70","3","1","66.494","2.547","13981.277","12482.761"
"1","28","11","0","61","3","1","57.922","2.599","12176.214","10713.796"
"1","28","12","0","66","3","1","62.686","2.714","13171.322","11689.065"
"1","28","13","0","53","3","1","50.307","2.31","10588.263","9157.187"
"1","28","14","0","37","3","1","35.085","1.704","7403.477","6034.09"
"1","28","15","0","26","3","0","24.633","0.081","5233.632","3905.381"
"1","28","16","0","11","3","0","10.409","-0.769","2219.447","947.135"
"1","28","17","0","0","3","0","0","3","0","0"
"1","28","18","0","0","3","0","0","3","0","0"
"1","28","19","0","0","3","0","0","3","0","0"
"1","28","20","0","0","3","0","0","3","0","0"
"1","28","21","0","0","3","0","0","3","0","0"
"1","28","22","0","0","3","0","0","3","0","0"
"1","28","23","0","0","3","0","0","3","0","0"
"1","29","0","0","0","3","0","0","3","0","0"
"1","29","1","0","0","3","0","0","3","0","0"
"1","29","2","0","0","3","0","0","3","0","0"
"1","29","3","0","0","3","0","0","3","0","0"
"1","29","4","0","0","3","0","0","3","0","0"
"1","29","5","0","0","3","0","0","3","0","0"
"1","29","6","0","0","3","0","0","3","0","0"
"1","29","7","0","0","3","0","0","3","0","0"
"1","29","8","381","41","4","0","179.938","8.57","32855.223","30949.207"
"1","29","9","0","15","4","0","14.2","3.194","2977.584","1691.334"
"1","29","10","0","26","5","1","24.642","3.159","5167.776","3840.762"
"1","29","11","0","27","5","1","25.6","3.254","5366.462","4035.713"
"1","29","12","0","27","5","1","25.602","3.26","5366.939","4036.182"
"1","29","13","0","22","5","1","20.853","3.095","4374.423","3062.26"
"1","29","14","0","31","5","0","29.386","2.157","6189.067","4842.792"
"1","29","15","622","55","5","0","364.848","17.627","67891.445","65083.566"
"1","29","16","354","32","5","0","148.004","12.486","25810.475","24062.975"
"1","29","17","0","0","5","0","0","5","0","0"
"1","29","18","0","0","4","0","0","4","0","0"
"1","29","19","0","0","4","0","0","4","0","0"
"1","29","20","0","0","4","0","0","4","0","0"
"1","29","21","0","0","4","0","0","4","0","0"
"1","29","22","0","0","4","0","0","4","0","0"
"1","29","23","0","0","4","0","0","4","0","0"
"1","30","0","0","0","4","1","0","4","0","0"
"1","30","1","0","0","4","1","0","4","0","0"
"1","30","2","0","0","4","1","0","4","0","0"
"1","30","3","0","0","4","1","0","4","0","0"
"1","30","4","0","0","4","1","0","4","0","0"
"1","30","5","0","0","4","1","0","4","0","0"
"1","30","6","0","0","4","1","0","4","0","0"
"1","30","7","0","0","5","1","0","5","0","0"
"1","30","8","0","3","5","1","2.835","2.322","596.701","0"
"1","30","9","0","8","5","1","7.57","2.499","1591.992","331.149"
"1","30","10","0","110","5","1","108.222","6.016","22419.521","20745.598"
"1","30","11","0","59","6","1","56.019","5.823","11614.772","10163.48"
"1","30","12","0","113","6","1","109.757","7.367","22604.896","20926.996"
"1","30","13","0","89","6","1","85.269","6.842","17601.615","16029.185"
"1","30","14","0","118","6","0","117.467","8.836","24038.592","22329.758"
"1","30","15","625","56","6","0","369.367","19.598","68197.383","65380.793"
"1","30","16","350","34","6","0","149.923","13.587","26139.432","24384.699"
"1","30","17","0","0","6","0","0","6","0","0"
"1","30","18","0","0","6","0","0","6","0","0"
"1","30","19","0","0","6","0","0","6","0","0"
"1","30","20","0","0","6","0","0","6","0","0"
"1","30","21","0","0","6","0","0","6","0","0"
"1","30","22","0","0","6","0","0","6","0","0"
"1","30","23","0","0","6","0","0","6","0","0"
"1","31","0","0","0","5","0","0","5","0","0"
"1","31","1","0","0","5","0","0","5","0","0"
"1","31","2","0","0","5","0","0","5","0","0"
"1","31","3","0","0","5","0","0","5","0","0"
"1","31","4","0","0","4","0","0","4","0","0"
"1","31","5","0","0","4","0","0","4","0","0"
"1","31","6","0","0","4","0","0","4","0","0"
"1","31","7","0","0","4","0","0","4","0","0"
"1","31","8","426","41","5","0","196.016","10.315","35453.008","33486.613"
"1","31","9","654","60","5","0","408.866","20.779","75811.133","72773.203"
"1","31","10","38","149","6","0","183.168","15.253","36325.98","34339.059"
"1","31","11","92","190","6","0","270.737","16.449","53408.598","50996.434"
"1","31","12","8","161","7","0","167.079","14.208","33377.75","31459.67"
"1","31","13","51","177","7","0","225.647","15.479","44744.969","42554.086"
"1","31","14","174","150","7","0","275.603","18.004","53597.68","51180.563"
"1","31","15","0","52","6","0","49.362","8.497","10116.396","8694.558"
"1","31","16","0","29","2","0","27.814","-0.423","5922.041","4580.817"
"1","31","17","0","0","1","0","0","1","0","0"
"1","31","18","0","0","1","0","0","1","0","0"
"1","31","19","0","0","0","0","0","0","0","0"
"1","31","20","0","0","0","0","0","0","0","0"
"1","31","21","0","0","0","0","0","0","0","0"
"1","31","22","0","0","0","0","0","0","0","0"
"1","31","23","0","0","0","0","0","0","0","0"
"2","1","0","0","0","0","0","0","0","0","0"
"2","1","1","0","0","0","0","0","0","0","0"
"2","1","2","0","0","0","0","0","0","0","0"
"2","1","3","0","0","0","0","0","0","0","0"
"2","1","4","0","0","1","0","0","1","0","0"
"2","1","5","0","0","1","0","0","1","0","0"
"2","1","6","0","0","1","0","0","1","0","0"
"2","1","7","0","0","1","0","0","1","0","0"
"2","1","8","0","39","1","0","37.925","-1.836","8122.937","6739.75"
"2","1","9","0","94","2","0","93.92","2.676","19737.094","18120.117"
"2","1","10","5","133","2","0","136.243","5.809","28235.17","26433.973"
"2","1","11","108","192","3","1","294.269","11.015","59466.641","56892.883"
"2","1","12","133","203","3","1","328.054","12.972","65737.758","62990.77"
"2","1","13","116","188","4","1","294.202","13.036","58895.367","56337.09"
"2","1","14","262","143","4","0","329.811","17.754","64060.313","61360.254"
"2","1","15","209","100","3","0","218.32","12.94","42589.199","40451.582"
"2","1","16","117","40","2","0","85.138","5.315","16355.582","14808.819"
"2","1","17","0","0","2","0","0","2","0","0"
"2","1","18","0","0","1","0","0","1","0","0"
"2","1","19","0","0","1","0","0","1","0","0"
"2","1","20","0","0","1","0","0","1","0","0"
"2","1","21","0","0","1","0","0","1","0","0"
"2","1","22","0","0","1","0","0","1","0","0"
"2","1","23","0","0","0","0","0","0","0","0"
"2","2","0","0","0","0","0","0","0","0","0"
"2","2","1","0","0","0","0","0","0","0","0"
"2","2","2","0","0","0","0","0","0","0","0"
"2","2","3","0","0","0","0","0","0","0","0"
"2","2","4","0","0","0","0","0","0","0","0"
"2","2","5","0","0","0","0","0","0","0","0"
"2","2","6","0","0","-1","0","0","-1","0","0"
"2","2","7","0","0","0","0","0","0","0","0"
"2","2","8","522","36","1","0","221.263","7.446","40159.602","38081.156"
"2","2","9","724","54","3","0","438.115","20.127","81442.68","78235.289"
"2","2","10","13","140","4","0","148.916","12.307","29976.551","28136.23"
"2","2","11","118","195","5","0","305.046","16.471","60155.738","57563.242"
"2","2","12","831","79","6","1","724.276","28.163","134665.297","129615.234"
"2","2","13","830","72","5","0","685.986","33.909","123701.867","119067.047"
"2","2","14","119","154","5","0","246.96","19.101","47916.352","45645.809"
"2","2","15","95","103","4","0","161.702","10.85","32217.133","30325.789"
"2","2","16","47","41","3","0","61.45","4.446","12281.67","10817.156"
"2","2","17","0","0","1","0","0","1","0","0"
"2","2","18","0","0","1","0","0","1","0","0"
"2","2","19","0","0","1","0","0","1","0","0"
"2","2","20","0","0","1","0","0","1","0","0"
"2","2","21","0","0","1","0","0","1","0","0"
"2","2","22","0","0","1","0","0","1","0","0"
"2","2","23","0","0","1","0","0","1","0","0"
"2","3","0","0","0","1","0","0","1","0","0"
"2","3","1","0","0","1","0","0","1","0","0"
"2","3","2","0","0","2","0","0","2","0","0"
"2","3","3","0","0","2","0","0","2","0","0"
"2","3","4","0","0","2","0","0","2","0","0"
"2","3","5","0","0","1","0","0","1","0","0"
"2","3","6","0","0","1","0","0","1","0","0"
"2","3","7","0","0","1","0","0","1","0","0"
"2","3","8","0","32","3","0","30.353","-0.166","6455.727","5104.396"
"2","3","9","0","74","4","0","71.709","3.279","15030.945","13511.206"
"2","3","10","0","114","5","1","111.976","6.523","23146.506","21456.957"
"2","3","11","0","79","5","1","75.076","5.494","15587.972","14056.901"
"2","3","12","0","57","5","1","54.123","4.546","11283.317","9838.57"
