"PVWatts: Hourly PV Performance Data"
"Requested Location:","Swan Island, Portland, OR 97217"
"Location:","Lat, Lon: 45.57, -122.7"
"Lat (deg N):","45.57"
"Long (deg W):","122.7"
"Elev (m):","46.150001525879"
"DC System Size (kW):","221.36"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.085"
"Capacity Factor (%)","12.7"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","8","0","0","0","11","0","0","11","0","0"
"7","8","1","0","0","11","0","0","11","0","0"
"7","8","2","0","0","10","0","0","10","0","0"
"7","8","3","0","0","10","0","0","10","0","0"
"7","8","4","0","0","10","0","0","10","0","0"
"7","8","5","359","43","12","0","33.478","9.354","6835.553","5477.002"
"7","8","6","604","71","15","0","198.846","20.889","31275.021","29405.227"
"7","8","7","739","88","18","0","410.869","33.471","70202.313","67328.305"
"7","8","8","819","98","21","1","621.032","39.945","107744.445","103680.945"
"7","8","9","868","105","23","1","802.589","47.84","135623.328","130536.102"
"7","8","10","903","105","25","1","941.495","54.186","154371.359","148528.391"
"7","8","11","916","108","26","1","1021.817","57.747","164418.5","158148.25"
"7","8","12","919","108","27","1","1038.61","59.393","165603.078","159281.438"
"7","8","13","912","106","28","1","991.125","59.137","158217.156","152212.484"
"7","8","14","893","101","27","1","881.37","55.137","143594.516","138192.578"
"7","8","15","860","94","26","1","720.896","49.439","120210.367","115703.906"
"7","8","16","806","84","25","1","523.82","42.312","88292.602","84872.516"
"7","8","17","718","71","24","1","310.132","34.208","49951.203","47628.734"
"7","8","18","562","52","21","0","109.717","26.276","14534.468","13024.787"
"7","8","19","242","21","19","0","16.195","17.561","3187.873","1897.741"
"7","8","20","0","0","17","0","0","17","0","0"
"7","8","21","0","0","16","0","0","16","0","0"
"7","8","22","0","0","15","0","0","15","0","0"
"7","8","23","0","0","15","0","0","15","0","0"
"7","9","0","0","0","14","0","0","14","0","0"
"7","9","1","0","0","13","0","0","13","0","0"
"7","9","2","0","0","13","0","0","13","0","0"
"7","9","3","0","0","12","0","0","12","0","0"
"7","9","4","0","0","13","0","0","13","0","0"
"7","9","5","387","39","15","0","29.478","12.327","5940.474","4598.901"
"7","9","6","630","63","19","0","196.13","24.804","29875.65","28037.609"
"7","9","7","760","77","22","1","408.154","33.696","69471.875","66618.852"
"7","9","8","824","90","23","1","614.046","41.666","105559.055","101570.75"
"7","9","9","873","96","24","1","796.747","48.599","134085.422","129057.789"
"7","9","10","902","98","25","1","932.929","53.935","153173.656","147380.594"
"7","9","11","915","100","26","1","1012.29","57.466","163139.344","156924.359"
"7","9","12","917","100","27","1","1028.198","59.088","164223.25","157961.453"
"7","9","13","908","99","27","1","980.019","57.882","157542.969","151566.797"
"7","9","14","888","96","27","1","871.929","54.845","142282.797","136933.328"
"7","9","15","853","90","26","1","711.792","49.152","118868.086","114410.469"
"7","9","16","795","83","25","1","516.863","42.075","87225.758","83839.266"
"7","9","17","702","71","23","1","304.706","33.021","49390.961","47082.852"
"7","9","18","540","52","20","0","107.011","25.112","14351.793","12845.805"
"7","9","19","217","21","17","0","16.208","15.435","3221.182","1930.434"
"7","9","20","0","0","15","0","0","15","0","0"
"7","9","21","0","0","13","0","0","13","0","0"
"7","9","22","0","0","12","0","0","12","0","0"
"7","9","23","0","0","11","0","0","11","0","0"
"7","10","0","0","0","10","0","0","10","0","0"
"7","10","1","0","0","10","0","0","10","0","0"
"7","10","2","0","0","9","0","0","9","0","0"
"7","10","3","0","0","9","0","0","9","0","0"
"7","10","4","0","0","9","0","0","9","0","0"
"7","10","5","333","44","11","0","34.294","8.344","7032.982","5670.67"
"7","10","6","584","73","12","0","194.806","17.699","31165.289","29297.996"
"7","10","7","730","89","14","0","406.358","29.382","70786.125","67895.281"
"7","10","8","819","98","16","0","619.64","40.015","107439.039","103386.094"
"7","10","9","876","102","17","0","804.787","47.985","135878.484","130781.336"
"7","10","10","916","101","18","1","948.534","47.876","160868.203","154750.719"
"7","10","11","934","101","19","1","1031.914","51.589","171722.281","165131.672"
"7","10","12","942","100","20","1","1053.21","53.379","173592.703","166918.734"
"7","10","13","939","97","20","1","1007.73","52.249","167069.813","160684.219"
"7","10","14","923","94","20","1","900.154","49.189","151427.828","145707.094"
"7","10","15","892","88","19","1","737.858","43.372","126986.258","122228.977"
"7","10","16","839","80","18","1","537.118","36.022","93392.508","89809.359"
"7","10","17","752","68","17","1","318.201","27.602","52762.219","50366.965"
"7","10","18","595","50","14","0","111.213","19.423","14939.283","13421.404"
"7","10","19","260","21","12","0","16.253","10.281","3305.117","2012.817"
"7","10","20","0","0","10","0","0","10","0","0"
"7","10","21","0","0","9","0","0","9","0","0"
"7","10","22","0","0","9","0","0","9","0","0"
"7","10","23","0","0","8","0","0","8","0","0"
"7","11","0","0","0","8","0","0","8","0","0"
"7","11","1","0","0","7","0","0","7","0","0"
"7","11","2","0","0","7","0","0","7","0","0"
"7","11","3","0","0","7","0","0","7","0","0"
"7","11","4","0","0","8","0","0","8","0","0"
"7","11","5","397","40","10","0","30.658","7.129","6320.63","4971.862"
"7","11","6","655","63","13","0","199.798","18.867","31100.479","29234.66"
"7","11","7","792","75","16","0","418.216","31.787","71718.117","68800.289"
"7","11","8","869","83","19","1","633.686","38.414","110670.758","106505.43"
"7","11","9","914","89","21","1","820.883","46.505","139657.234","134411.969"
"7","11","10","941","92","22","1","961.617","52","159542.094","153481.172"
"7","11","11","955","92","23","1","1042.965","55.607","169815.234","163309.078"
"7","11","12","958","92","24","1","1060.748","57.284","171132.516","164568.078"
"7","11","13","949","91","25","1","1011.026","56.963","163357.063","157132.703"
"7","11","14","929","89","25","1","900.128","53.845","147683.484","142116.313"
"7","11","15","894","84","25","1","735.138","48.955","122876.945","118272.625"
"7","11","16","845","75","24","1","535.172","41.729","90382.773","86896.336"
"7","11","17","763","63","23","0","316.693","37.563","49887.418","47566.586"
"7","11","18","608","47","20","0","111.409","25.43","14433.477","12925.838"
"7","11","19","280","20","17","0","15.362","15.464","3052.592","1764.957"
"7","11","20","0","0","16","0","0","16","0","0"
"7","11","21","0","0","15","0","0","15","0","0"
"7","11","22","0","0","13","0","0","13","0","0"
"7","11","23","0","0","13","0","0","13","0","0"
"7","12","0","0","0","12","0","0","12","0","0"
"7","12","1","0","0","11","0","0","11","0","0"
"7","12","2","0","0","10","0","0","10","0","0"
"7","12","3","0","0","10","0","0","10","0","0"
"7","12","4","0","0","11","0","0","11","0","0"
"7","12","5","460","35","13","0","26.22","10.071","5336.83","4006.638"
"7","12","6","691","57","15","0","202.365","20.967","30853.307","28993.113"
"7","12","7","809","70","19","0","419.58","34.778","70789.391","67898.453"
"7","12","8","875","80","22","1","633.603","41.31","109021.797","104914.008"
"7","12","9","912","86","25","1","815.596","50.141","136112.844","131006.57"
"7","12","10","934","91","26","1","953.788","55.496","155264.109","149383.813"
"7","12","11","944","93","27","1","1032.972","59.008","165047.875","158750.359"
"7","12","12","944","94","28","1","1048.764","60.619","166072.484","159730.406"
"7","12","13","936","92","29","1","999.593","60.32","158510.703","152493.578"
"7","12","14","916","88","29","1","887.84","57.212","143000.422","137622.281"
"7","12","15","883","83","30","1","726.117","53.41","118504.469","114060.031"
"7","12","16","829","75","30","1","526.396","47.262","86396.164","83035.68"
"7","12","17","741","64","27","0","310.128","41.183","48016.969","45743.871"
"7","12","18","581","48","23","0","107.17","28.224","13756.298","12262.308"
"7","12","19","249","19","19","0","14.46","17.465","2847.632","1563.776"
"7","12","20","0","0","17","0","0","17","0","0"
"7","12","21","0","0","16","0","0","16","0","0"
"7","12","22","0","0","16","0","0","16","0","0"
"7","12","23","0","0","15","0","0","15","0","0"
"7","13","0","0","0","14","0","0","14","0","0"
"7","13","1","0","0","14","0","0","14","0","0"
"7","13","2","0","0","13","0","0","13","0","0"
"7","13","3","0","0","13","0","0","13","0","0"
"7","13","4","0","0","13","0","0","13","0","0"
"7","13","5","377","37","15","0","28.092","12.263","5662.741","4326.412"
"7","13","6","626","62","17","0","190.895","22.538","29194.568","27371.875"
"7","13","7","758","76","20","0","402.904","35.089","67974.844","65164.59"
"7","13","8","831","87","23","0","612.511","46.401","102687.859","98797.219"
"7","13","9","875","94","25","1","794.102","49.471","133004.844","128018.859"
"7","13","10","906","96","26","1","933.08","54.865","152418.844","146657.109"
"7","13","11","918","99","28","0","1013.463","65.622","155939.375","150030.75"
"7","13","12","919","100","29","0","1029.97","67.345","156903.422","150954.234"
"7","13","13","902","104","29","0","979.546","66.035","150329.938","144654.453"
"7","13","14","880","102","29","1","871.349","56.703","140745.078","135456.766"
"7","13","15","840","97","28","1","709.522","50.99","117344.992","112942.469"
"7","13","16","782","87","27","1","513.526","43.911","85868.523","82524.523"
"7","13","17","690","73","24","1","301.845","33.913","48737.723","46446.297"
"7","13","18","530","53","21","0","105.695","26.038","14194.118","12691.312"
"7","13","19","199","20","18","0","15.385","16.42","3044.091","1756.613"
"7","13","20","0","0","16","0","0","16","0","0"
"7","13","21","0","0","15","0","0","15","0","0"
"7","13","22","0","0","15","0","0","15","0","0"
"7","13","23","0","0","14","0","0","14","0","0"
"7","14","0","0","0","13","0","0","13","0","0"
"7","14","1","0","0","12","0","0","12","0","0"
"7","14","2","0","0","12","0","0","12","0","0"
"7","14","3","0","0","11","0","0","11","0","0"
"7","14","4","0","0","11","0","0","11","0","0"
"7","14","5","383","36","13","0","27.296","10.12","5554.537","4220.247"
"7","14","6","632","60","16","0","189.393","21.434","28971.607","27153.924"
"7","14","7","759","74","18","0","400.464","33.034","68188.883","65372.539"
"7","14","8","826","87","21","0","608.667","44.36","103119.875","99214.617"
"7","14","9","855","103","23","1","787.072","47.363","133308.313","128310.648"
"7","14","10","882","109","25","1","924.378","53.67","151984.75","146241"
"7","14","11","881","122","26","1","1000.801","57.133","161584.891","155436.734"
"7","14","12","858","139","27","1","1009.25","58.552","161680.078","155527.828"
"7","14","13","889","113","28","1","976.424","58.649","156296.422","150372.781"
"7","14","14","317","362","28","1","648.841","49.724","108958.016","104852.445"
"7","14","15","226","315","26","1","477.596","41.656","83408.453","80140.758"
"7","14","16","170","241","24","1","327.144","34.513","58726.293","56172.59"
"7","14","17","334","138","22","1","242.413","29.232","42080.785","39955.625"
"7","14","18","53","80","20","0","78.964","23.33","14549.361","13039.38"
"7","14","19","0","14","18","0","13.262","15.886","2630.33","1350.474"
"7","14","20","0","0","17","0","0","17","0","0"
"7","14","21","0","0","16","0","0","16","0","0"
"7","14","22","0","0","16","1","0","16","0","0"
"7","14","23","0","0","15","0","0","15","0","0"
"7","15","0","0","0","14","0","0","14","0","0"
"7","15","1","0","0","14","0","0","14","0","0"
"7","15","2","0","0","14","0","0","14","0","0"
"7","15","3","0","0","13","0","0","13","0","0"
"7","15","4","0","0","13","0","0","13","0","0"
"7","15","5","211","47","14","0","36.218","11.597","7322.29","5954.456"
"7","15","6","475","89","16","0","181.959","21.225","29456.771","27628.178"
"7","15","7","644","109","18","0","384.63","32.412","66245.57","63484.285"
"7","15","8","745","120","21","0","592.413","43.741","100828.484","97000.414"
"7","15","9","803","128","24","0","774.747","53.417","127073.641","122313.078"
"7","15","10","887","104","26","0","923.391","60.534","146159.844","140654.547"
"7","15","11","895","110","27","0","1001.938","64.357","155298.328","149416.578"
"7","15","12","891","115","28","0","1017.463","66.048","156178.266","150259.609"
"7","15","13","881","114","29","1","969.736","59.433","154546.031","148695.766"
"7","15","14","858","110","28","1","860.518","55.44","139968.094","134710.547"
"7","15","15","819","104","27","1","703.706","49.837","117117.055","112722.742"
"7","15","16","207","237","26","1","343.177","37.967","60437.941","57837.75"
"7","15","17","219","152","24","1","217.452","30.546","38251.781","36219.168"
"7","15","18","157","79","21","0","87.517","24.432","14964.721","13446.325"
"7","15","19","167","19","18","0","14.515","16.084","2876.346","1591.962"
"7","15","20","0","0","16","0","0","16","0","0"
"7","15","21","0","0","14","0","0","14","0","0"
"7","15","22","0","0","13","0","0","13","0","0"
"7","15","23","0","0","12","0","0","12","0","0"
"7","16","0","0","0","12","0","0","12","0","0"
"7","16","1","0","0","11","0","0","11","0","0"
"7","16","2","0","0","10","0","0","10","0","0"
"7","16","3","0","0","10","0","0","10","0","0"
"7","16","4","0","0","10","0","0","10","0","0"
"7","16","5","310","40","12","0","31.314","9.254","6396.514","5046.307"
"7","16","6","578","69","14","0","184.931","19.257","29035.193","27216.082"
"7","16","7","724","86","16","0","395.921","30.881","68260.703","65442.313"
"7","16","8","809","96","17","0","607.157","40.492","104937.93","100970.859"
"7","16","9","857","104","19","0","788.636","49.274","132224.359","127268.344"
"7","16","10","862","125","21","0","921.97","55.997","149673.516","144025"
"7","16","11","870","134","22","0","1001.965","59.834","159353.719","153300.813"
"7","16","12","873","135","23","0","1020.028","61.615","160613.234","154506.641"
"7","16","13","906","108","24","0","987.404","61.691","155369.094","149484.391"
"7","16","14","887","104","24","0","879.242","58.488","140619.031","135335.719"
"7","16","15","849","99","23","0","717.592","52.326","117825.859","113405.977"
"7","16","16","798","87","22","0","521.365","44.487","86886.211","83510.383"
"7","16","17","708","72","21","0","305.675","35.162","48938.82","46642.266"
"7","16","18","539","52","18","0","104.515","23.049","14119.12","12617.826"
"7","16","19","189","19","15","0","14.559","13.22","2922.346","1637.114"
"7","16","20","0","0","13","0","0","13","0","0"
"7","16","21","0","0","12","0","0","12","0","0"
"7","16","22","0","0","11","0","0","11","0","0"
"7","16","23","0","0","11","0","0","11","0","0"
"7","17","0","0","0","10","0","0","10","0","0"
"7","17","1","0","0","10","0","0","10","0","0"
"7","17","2","0","0","10","0","0","10","0","0"
"7","17","3","0","0","10","0","0","10","0","0"
"7","17","4","0","0","10","0","0","10","0","0"
"7","17","5","226","46","11","0","35.56","8.417","7290.428","5923.202"
"7","17","6","468","93","12","0","182.835","17.193","30251.043","28404.514"
"7","17","7","22","167","14","0","167.775","20.226","32466.453","30569.383"
"7","17","8","28","232","16","0","243.059","25.066","46133.793","43908.219"
"7","17","9","161","349","18","0","478.92","36.165","86174.484","82820.938"
"7","17","10","889","114","20","0","934.924","53.876","153544.156","147735.672"
"7","17","11","895","124","22","0","1016.1","60.29","161186.922","155055.797"
"7","17","12","895","128","23","0","1034.745","62.09","162491.625","156304.531"
"7","17","13","910","112","24","1","995.321","55.535","162089.719","155919.906"
"7","17","14","893","107","24","1","887.4","52.514","146652.516","141127.25"
"7","17","15","861","99","23","1","725.99","46.762","122775.383","118174.805"
"7","17","16","802","90","22","1","526.221","39.503","89963.094","86490.031"
"7","17","17","698","78","20","1","306.641","30.153","50407.754","48073.547"
"7","17","18","515","57","17","0","106.082","22.09","14770.028","13255.58"
"7","17","19","163","19","14","0","14.585","12.203","2940.878","1655.304"
"7","17","20","0","0","12","0","0","12","0","0"
"7","17","21","0","0","11","0","0","11","0","0"
"7","17","22","0","0","10","0","0","10","0","0"
"7","17","23","0","0","10","0","0","10","0","0"
"7","18","0","0","0","9","0","0","9","0","0"
"7","18","1","0","0","9","0","0","9","0","0"
"7","18","2","0","0","9","0","0","9","0","0"
"7","18","3","0","0","9","0","0","9","0","0"
"7","18","4","0","0","10","0","0","10","0","0"
"7","18","5","0","35","10","0","32.672","7.252","6732.255","5375.67"
"7","18","6","0","62","11","0","58.835","9.948","11981.589","10523.033"
"7","18","7","0","135","13","0","128.192","16.043","25407.549","23668.883"
"7","18","8","18","215","15","0","217.122","22.657","41697.613","39581.816"
"7","18","9","16","250","17","0","253.522","26.905","47772.41","45505.516"
"7","18","10","12","246","18","0","248.468","28.035","46580.539","44343.738"
"7","18","11","44","385","20","0","430.651","36.49","77482.703","74394.984"
"7","18","12","231","436","21","0","682.295","46.873","116426.258","112056.789"
"7","18","13","899","116","21","0","988.813","57.393","159388.438","153334.063"
"7","18","14","876","112","21","0","877.733","55.728","142540.063","137180.313"
"7","18","15","838","105","21","1","717.792","44.608","122772.82","118172.336"
"7","18","16","778","95","20","1","518.039","37.303","89586.016","86124.945"
"7","18","17","676","80","18","1","300.884","27.965","50052.727","47727.648"
"7","18","18","495","57","15","0","103.423","19.928","14644.517","13132.61"
"7","18","19","143","18","13","0","13.938","11.068","2824.531","1541.101"
"7","18","20","0","0","11","0","0","11","0","0"
"7","18","21","0","0","10","0","0","10","0","0"
"7","18","22","0","0","10","0","0","10","0","0"
"7","18","23","0","0","10","0","0","10","0","0"
"7","19","0","0","0","10","0","0","10","0","0"
"7","19","1","0","0","10","0","0","10","0","0"
"7","19","2","0","0","10","0","0","10","0","0"
"7","19","3","0","0","10","0","0","10","0","0"
"7","19","4","0","0","10","0","0","10","0","0"
"7","19","5","167","48","10","0","38.823","7.539","7989.77","6609.144"
"7","19","6","0","38","10","0","36.032","7.917","7403.281","6033.898"
"7","19","7","0","104","12","0","98.811","13.228","19832.813","18213.824"
"7","19","8","0","141","14","0","134.515","17.869","26441.221","24679.838"
"7","19","9","6","191","16","0","187.977","22.555","36157.465","34174.516"
"7","19","10","15","273","18","1","277.881","25.655","52685.41","50292.16"
"7","19","11","49","392","20","1","442.972","33.14","81025.945","77831.266"
"7","19","12","859","154","21","1","1033.142","51.585","171941.469","165341.109"
"7","19","13","908","114","22","1","995.22","53.681","163721.859","157481.734"
"7","19","14","884","112","23","1","884.436","51.503","146960.406","141422.641"
"7","19","15","843","106","23","1","722.135","46.643","122210.656","117630.891"
"7","19","16","777","97","22","1","519.1","39.281","88884.828","85446"
"7","19","17","671","82","20","1","300.669","29.938","49573.98","47261.184"
"7","19","18","490","58","17","0","103.307","21.919","14566.482","13056.154"
"7","19","19","139","18","15","0","13.95","13.151","2800.908","1517.913"
"7","19","20","0","0","13","0","0","13","0","0"
"7","19","21","0","0","12","0","0","12","0","0"
"7","19","22","0","0","11","0","0","11","0","0"
"7","19","23","0","0","11","0","0","11","0","0"
"7","20","0","0","0","10","0","0","10","0","0"
"7","20","1","0","0","10","0","0","10","0","0"
"7","20","2","0","0","9","0","0","9","0","0"
"7","20","3","0","0","9","0","0","9","0","0"
"7","20","4","0","0","9","0","0","9","0","0"
"7","20","5","233","42","10","0","32.501","7.229","6697.703","5341.775"
"7","20","6","502","83","12","0","179.678","17.007","29212.352","27389.258"
"7","20","7","314","170","14","0","297.692","25.268","54299.773","51864.191"
"7","20","8","750","122","17","0","594.721","39.451","103401.398","99486.602"
"7","20","9","801","136","19","0","779.106","48.916","130893.711","125988.586"
"7","20","10","898","107","22","0","934.771","57.228","150715.516","145024.156"
"7","20","11","902","116","24","1","1014.03","55.669","165045.484","158748.063"
"7","20","12","891","125","25","1","1027.23","57.223","165780.391","159451.031"
"7","20","13","893","117","26","1","983.793","57.051","158878.656","152845.922"
"7","20","14","859","120","27","1","870.888","54.831","142126.359","136783.125"
"7","20","15","804","119","26","1","707.287","49.024","118232.141","113797.563"
"7","20","16","723","112","25","1","504.647","41.705","85477","82145.211"
"7","20","17","590","98","22","1","289.276","31.505","47838.449","45569.879"
"7","20","18","382","67","19","0","98.79","23.628","14779.323","13264.688"
"7","20","19","73","14","16","0","10.729","13.977","2146.297","875.325"
"7","20","20","0","0","14","0","0","14","0","0"
"7","20","21","0","0","13","0","0","13","0","0"
"7","20","22","0","0","12","0","0","12","0","0"
"7","20","23","0","0","11","0","0","11","0","0"
"7","21","0","0","0","10","0","0","10","0","0"
"7","21","1","0","0","10","0","0","10","0","0"
"7","21","2","0","0","10","0","0","10","0","0"
"7","21","3","0","0","10","0","0","10","0","0"
"7","21","4","0","0","10","0","0","10","0","0"
"7","21","5","169","40","12","0","30.886","9.235","6309.458","4960.901"
"7","21","6","406","95","14","0","169.571","18.578","28205.178","26404.65"
"7","21","7","177","186","16","0","253.592","25.479","46851.438","44607.82"
"7","21","8","662","153","18","0","571.163","39.341","99508.438","95724.477"
"7","21","9","728","167","20","0","755.091","48.984","126848.039","122095.953"
"7","21","10","773","173","22","0","894.69","55.951","145285.563","139815.609"
"7","21","11","773","189","23","0","969.985","59.705","154378.953","148535.672"
"7","21","12","760","200","24","0","986.988","61.444","155561.469","149668.703"
"7","21","13","792","170","25","0","948.63","61.354","149555.641","143911.953"
"7","21","14","759","166","25","1","836.719","51.91","138750.875","133541.328"
"7","21","15","708","155","24","1","676.146","46.125","114842.773","110529.977"
"7","21","16","632","137","23","1","480.633","38.938","82784.602","79536.109"
"7","21","17","513","111","21","1","274.694","29.954","46199.109","43971.895"
"7","21","18","327","71","18","1","96.135","20.283","15116.344","13594.87"
"7","21","19","54","13","16","1","11.16","14.452","2227.764","955.299"
"7","21","20","0","0","14","1","0","14","0","0"
"7","21","21","0","0","12","0","0","12","0","0"
"7","21","22","0","0","11","0","0","11","0","0"
"7","21","23","0","0","11","0","0","11","0","0"
"7","22","0","0","0","10","0","0","10","0","0"
"7","22","1","0","0","10","0","0","10","0","0"
"7","22","2","0","0","10","0","0","10","0","0"
"7","22","3","0","0","9","0","0","9","0","0"
"7","22","4","0","0","9","0","0","9","0","0"
"7","22","5","196","42","10","0","32.634","7.235","6724.988","5368.542"
"7","22","6","0","30","11","0","28.431","8.49","5827.037","4487.607"
"7","22","7","0","88","12","0","83.629","12.196","16862.889","15305.705"
"7","22","8","19","215","14","0","217.805","21.22","42104.051","39978.324"
"7","22","9","11","227","16","0","227.122","24.911","43205.172","41052.41"
"7","22","10","9","221","17","0","221.224","25.777","41919.777","39798.555"
"7","22","11","13","266","18","0","270.558","28.581","50591.867","48252.914"
"7","22","12","13","258","19","0","262.946","29.708","48903.789","46608.125"
"7","22","13","156","427","20","1","589.928","37.44","105630.805","101640.039"
"7","22","14","878","108","20","1","874.294","46.871","148881.766","143265.688"
"7","22","15","840","101","19","1","711.163","42.52","122922.078","118316.086"
"7","22","16","778","91","18","1","511.966","35.172","89393.148","85938.211"
"7","22","17","677","76","16","1","294.872","25.779","49357.238","47049.992"
"7","22","18","87","75","14","0","76.572","17.782","14101.211","12600.278"
"7","22","19","0","12","12","0","11.364","9.483","2319.01","1044.872"
"7","22","20","0","0","11","0","0","11","0","0"
"7","22","21","0","0","10","0","0","10","0","0"
"7","22","22","0","0","9","0","0","9","0","0"
"7","22","23","0","0","9","0","0","9","0","0"
"7","23","0","0","0","8","0","0","8","0","0"
"7","23","1","0","0","8","0","0","8","0","0"
"7","23","2","0","0","8","0","0","8","0","0"
"7","23","3","0","0","8","0","0","8","0","0"
"7","23","4","0","0","8","0","0","8","0","0"
"7","23","5","0","19","10","0","18","6.547","3720.404","2420.41"
"7","23","6","0","68","11","0","64.336","9.974","13100.394","11619.557"
"7","23","7","116","185","12","0","226.996","19.392","43446.527","41287.813"
"7","23","8","69","256","14","0","292.337","25.484","55270.855","52809.617"
"7","23","9","5","186","15","0","182.374","22.913","35021.922","33065.617"
"7","23","10","11","241","17","0","242.742","26.19","45907.414","43687.512"
"7","23","11","10","219","18","0","221.22","26.912","41696.113","39580.352"
"7","23","12","77","423","19","0","505.203","37.878","90269.633","86786.805"
"7","23","13","196","425","20","1","626.304","39.533","110970.938","106795.086"
"7","23","14","902","98","20","1","884.159","47.285","150227.875","144556.594"
"7","23","15","868","91","19","1","720.393","42.819","124296.484","119639.617"
"7","23","16","812","81","18","1","519.186","35.423","90428.375","86940.484"
"7","23","17","713","68","17","1","298.956","26.924","49494.406","47183.648"
"7","23","18","531","49","14","0","96.517","18.637","13127.851","11646.464"
"7","23","19","149","14","12","0","10.331","9.737","2105.824","835.593"
"7","23","20","0","0","10","0","0","10","0","0"
"7","23","21","0","0","9","0","0","9","0","0"
"7","23","22","0","0","9","0","0","9","0","0"
"7","23","23","0","0","8","0","0","8","0","0"
"7","24","0","0","0","8","0","0","8","0","0"
"7","24","1","0","0","8","0","0","8","0","0"
"7","24","2","0","0","8","0","0","8","0","0"
"7","24","3","0","0","8","0","0","8","0","0"
"7","24","4","0","0","8","0","0","8","0","0"
"7","24","5","273","36","9","0","27.888","5.97","5778.573","4440.059"
"7","24","6","560","70","11","0","175.796","15.762","27856.93","26064.168"
"7","24","7","718","88","14","0","388.099","28.569","67427.148","64632.453"
"7","24","8","810","99","17","0","605.384","40.381","104589.938","100634.742"
"7","24","9","867","105","20","0","793.315","50.329","132226.156","127270.078"
"7","24","10","912","102","22","0","940.738","57.47","151467.016","145744.672"
"7","24","11","931","101","24","0","1025.701","62.387","160784.109","154670.219"
"7","24","12","937","100","25","0","1046.117","64.243","162263.094","156085.813"
"7","24","13","927","98","26","0","995.429","63.836","154719.109","148861.609"
"7","24","14","906","95","27","0","884.039","61.392","139079.313","133856.844"
"7","24","15","868","89","27","0","717.755","56.055","115422.477","111088.977"
"7","24","16","802","82","26","1","514.194","42.995","86201.82","82847.414"
"7","24","17","686","72","24","1","292.331","33.628","46942.082","44696.18"
"7","24","18","471","53","20","1","93.523","22.324","13005.87","11526.923"
"7","24","19","93","12","17","1","9.192","15.404","1827.12","561.986"
"7","24","20","0","0","15","1","0","15","0","0"
"7","24","21","0","0","13","0","0","13","0","0"
"7","24","22","0","0","13","0","0","13","0","0"
"7","24","23","0","0","12","0","0","12","0","0"
"7","25","0","0","0","11","0","0","11","0","0"
"7","25","1","0","0","11","0","0","11","0","0"
"7","25","2","0","0","11","0","0","11","0","0"
"7","25","3","0","0","10","0","0","10","0","0"
"7","25","4","0","0","10","0","0","10","0","0"
"7","25","5","171","37","12","0","28.718","9.135","5869.145","4528.92"
"7","25","6","250","95","14","0","136.966","17.066","23899.211","22193.398"
"7","25","7","506","127","16","0","336.253","28.315","59308.254","56738.793"
"7","25","8","580","163","17","0","528.761","37.53","93018.539","89447.484"
"7","25","9","316","317","18","0","574.433","41.225","100654.406","96832.172"
"7","25","10","794","151","19","0","890.019","52.132","147554","141992.094"
"7","25","11","499","341","20","0","860.797","53.83","141523.469","136204.25"
"7","25","12","826","150","21","0","995.004","58.442","159493.922","153435.063"
"7","25","13","851","127","22","0","952.77","58.797","152380.109","146619.984"
"7","25","14","842","117","23","0","851.521","56.613","137602.188","132437.734"
"7","25","15","796","113","23","1","693.166","45.71","117868.125","113446.719"
"7","25","16","724","104","22","1","494.28","38.438","84986.367","81669.836"
"7","25","17","644","79","20","0","284.935","33.26","46046.746","43823.355"
"7","25","18","476","51","17","0","91.406","21.313","12640.728","11169.067"
"7","25","19","109","12","14","0","8.682","11.673","1754.695","490.883"
"7","25","20","0","0","12","0","0","12","0","0"
"7","25","21","0","0","12","0","0","12","0","0"
"7","25","22","0","0","11","0","0","11","0","0"
"7","25","23","0","0","11","0","0","11","0","0"
"7","26","0","0","0","11","0","0","11","0","0"
"7","26","1","0","0","11","0","0","11","0","0"
"7","26","2","0","0","11","0","0","11","0","0"
"7","26","3","0","0","10","0","0","10","0","0"
"7","26","4","0","0","10","0","0","10","0","0"
"7","26","5","275","31","12","0","24.234","8.929","4957.313","3634.248"
"7","26","6","227","96","15","0","133.076","17.84","23335.002","21641.389"
"7","26","7","436","141","17","0","320.482","28.683","56746.797","54246.285"
"7","26","8","634","145","19","0","543.424","39.823","94388.758","90773.297"
"7","26","9","513","245","20","0","661.74","45.953","113037.508","108788.852"
"7","26","10","480","308","22","0","767.73","51.722","127595","122814.844"
"7","26","11","867","119","23","0","981.218","59.412","156420.422","150491.578"
"7","26","12","557","326","24","0","912.738","59.407","145520.469","140041.031"
"7","26","13","876","109","24","0","957.576","60.348","151819.672","146082.75"
"7","26","14","857","104","24","1","850.448","51.379","141391.281","136077.313"
"7","26","15","822","96","23","1","690.938","45.642","117482.992","113075.492"
